@type,country,countryCode,county,countyId,data_max_gap,data_max_year,data_min_year,data_nyears,data_success,externalIds,geometry,icaoCodes,id,masl,municipality,municipalityId,name,shipCodes,shortName,stationHolders,validFrom,wigosId,wmoId
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,1.0,2019,2004,16,True,"['01225', '10.249.1.66']","{'@type': 'Point', 'coordinates': [7.9533, 63.5185], 'nearest': False}",,SN65310,5.0,SMØLA,1573,VEIHOLMEN,,Veiholmen,['MET.NO'],2002-07-01T00:00:00.000Z,0-20000-0-01225,1225.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2007,13,True,"['01058', '10.249.1.96']","{'@type': 'Point', 'coordinates': [23.5345, 69.5797], 'nearest': False}",,SN93301,381.0,KAUTOKEINO,5430,SUOLOVUOPMI - LULIT,,Suolovuopmi,['MET.NO'],2004-11-08T00:00:00.000Z,0-20000-0-01058,1058.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2008,12,True,"['01484', '10.249.0.156']","{'@type': 'Point', 'coordinates': [11.5801, 59.9119], 'nearest': False}",,SN2650,128.0,AURSKOG-HØLAND,3026,AURSKOG II,,Aurskog,['MET.NO'],2007-11-28T00:00:00.000Z,0-20000-0-01484,1484.0
SensorSystem,Norge,NO,VIKEN,30.0,2.0,2019,2011,8,True,"['01460', '10.249.0.190']","{'@type': 'Point', 'coordinates': [10.578, 59.4352], 'nearest': False}",,SN17280,14.0,MOSS,3002,GULLHOLMEN,,Gullholmen,['MET.NO'],2000-11-01T00:00:00.000Z,0-20000-0-01460,1460.0
SensorSystem,Norge,NO,VIKEN,30.0,5.0,2019,1992,24,True,"['01493', '10.249.0.217']","{'@type': 'Point', 'coordinates': [11.1128, 59.2852], 'nearest': False}",,SN3190,57.0,SARPSBORG,3003,SARPSBORG,,Sarpsborg,"['SARPSBORG BRANNSTASJON', 'MET.NO']",1896-07-01T00:00:00.000Z,0-20000-0-01493,1493.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2019,1946,74,True,"['01062', 'LML']","{'@type': 'Point', 'coordinates': [25.0133, 76.5097], 'nearest': False}",,SN99720,6.0,SVALBARD,2100,HOPEN,['LML'],Hopen,['MET.NO'],1944-11-01T00:00:00.000Z,0-20000-0-01062,1062.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,1965,53,True,"['01089', '10.249.0.54', 'ENKR']","{'@type': 'Point', 'coordinates': [29.8977, 69.7255], 'nearest': False}",['ENKR'],SN99370,89.0,SØR-VARANGER,5444,KIRKENES LUFTHAVN,,Kirkenes LH,['AVINOR'],1940-11-01T00:00:00.000Z,0-20000-0-01089,1089.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2006,14,True,"['01046', '10.249.0.40', 'ENSR']","{'@type': 'Point', 'coordinates': [20.9553, 69.7887], 'nearest': False}",['ENSR'],SN91740,6.0,NORDREISA,5428,SØRKJOSEN LUFTHAVN,,Sørkjosen,['AVINOR'],1974-08-01T00:00:00.000Z,0-20000-0-01046,1046.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,1964,1936,29,True,,"{'@type': 'Point', 'coordinates': [11.5583, 59.1477], 'nearest': False}",,SN1400,114.0,HALDEN,3001,BREKKE SLUSE,,Brekke sluse,['HALDENVASSDRAGETS BRUKSEIERFORENING'],1925-11-01T00:00:00.000Z,0-578-0-1400,
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2006,14,True,"['01320', '10.249.0.57', '10.249.0.6', 'ENSD']","{'@type': 'Point', 'coordinates': [6.1043, 61.8293], 'nearest': False}",['ENSD'],SN58100,60.0,GLOPPEN,4650,SANDANE LUFTHAMN,,Sandane LH,['AVINOR'],1975-06-01T00:00:00.000Z,0-20000-0-01320,1320.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,2006,13,True,"['01044', '10.249.0.23', 'ENHK']","{'@type': 'Point', 'coordinates': [22.1457, 70.4865], 'nearest': False}",['ENHK'],SN92750,6.0,HASVIK,5433,HASVIK LUFTHAVN,,Hasvik LH,['AVINOR'],1984-01-01T00:00:00.000Z,0-20000-0-01044,1044.0
SensorSystem,Norge,NO,VIKEN,30.0,2.0,2019,2013,6,True,['15'],"{'@type': 'Point', 'coordinates': [9.8922, 59.7613], 'nearest': False}",,SN26820,15.0,ØVRE EIKER,3048,HOKKSUND,,Hokksund,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-26820,
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2007,13,True,['01281'],"{'@type': 'Point', 'coordinates': [12.846, 64.7422], 'nearest': False}",,SN74350,140.0,NAMSSKOGAN,5044,NAMSSKOGAN,,Namsskogan,['MET.NO'],1895-07-01T00:00:00.000Z,0-20000-0-01281,1281.0
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2019,2004,15,True,"['01350', '10.249.0.208']","{'@type': 'Point', 'coordinates': [7.527, 60.5938], 'nearest': False}",,SN25830,1210.0,ULVIK,4620,FINSEVATN,,Finse,"['HØYFJELLSØKOLOGISK FORSKNINGSSTASJON', 'MET.NO']",1993-10-01T00:00:00.000Z,0-20000-0-01350,1350.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,1926,1922,5,True,,"{'@type': 'Point', 'coordinates': [6.657, 58.4117], 'nearest': False}",,SN42720,75.0,FLEKKEFJORD,4207,BAKKE,,Bakke,['MET.NO'],1895-07-01T00:00:00.000Z,0-578-0-42720,
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2012,2008,5,True,"['01287', '10.249.0.225']","{'@type': 'Point', 'coordinates': [11.8153, 62.6793], 'nearest': False}",,SN10800,747.0,RØROS,5025,SØLENDET,,Sølendet,['VITENSKAPSMUSEET NTNU'],2007-10-01T00:00:00.000Z,0-20000-0-01287,1287.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,1.0,2012,2011,2,True,['01220'],"{'@type': 'Point', 'coordinates': [7.7703, 62.4555], 'nearest': False}",,SN61410,1294.0,RAUMA,1539,MANNEN,,Mannen ,['NVE SEKSJON FOR FJELLSKRED'],2010-03-12T00:00:00.000Z,0-20000-0-01220,1220.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,1956,64,True,"['01494', '10.249.0.11', '10.249.0.155', 'ENRY']","{'@type': 'Point', 'coordinates': [10.798, 59.3742], 'nearest': False}",['ENRY'],SN17150,40.0,MOSS,3002,RYGGE,,Rygge,"['MET.NO', 'AVINOR']",1955-03-01T00:00:00.000Z,0-20000-0-01494,1494.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,2.0,2019,2004,15,True,"['01288', '10.249.0.69', 'ENRO']","{'@type': 'Point', 'coordinates': [11.3518, 62.5773], 'nearest': False}",['ENRO'],SN10380,625.0,RØROS,5025,RØROS LUFTHAVN,,Røros,['AVINOR'],1957-08-01T00:00:00.000Z,0-20000-0-01288,1288.0
SensorSystem,Norge,NO,ROGALAND,11.0,1.0,2019,2006,14,True,"['01411', '10.249.0.204']","{'@type': 'Point', 'coordinates': [5.4122, 59.0705], 'nearest': False}",,SN44610,21.0,KVITSØY,1144,KVITSØY - NORDBØ,,Kvitsøy,['MET.NO'],2005-04-26T00:00:00.000Z,0-20000-0-01411,1411.0
SensorSystem,Norge,NO,INNLANDET,34.0,3.0,2019,2004,14,True,"['01265', '10.249.1.25']","{'@type': 'Point', 'coordinates': [10.732, 62.2695], 'nearest': False}",,SN9580,482.0,TYNSET,3427,TYNSET - HANSMOEN,,Tynset,['MET.NO'],2001-07-01T00:00:00.000Z,0-20000-0-01265,1265.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2019,1975,45,True,"['01007', '193.156.10.28']","{'@type': 'Point', 'coordinates': [11.9312, 78.9243], 'nearest': False}",,SN99910,8.0,SVALBARD,2100,NY-ÅLESUND,,Ny-Ålesund,"['STIFTUNG ALFRED-WEGENER-INSTITUT FUR POLAR- UND MEERESFORSCHUNG', 'MET.NO']",1974-07-26T00:00:00.000Z,0-20000-0-01007,1007.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2010,10,True,"['1507', '20']","{'@type': 'Point', 'coordinates': [11.3933, 60.1268], 'nearest': False}",,SN4920,160.0,NES,3034,ÅRNES,,Årnes,['NIBIO'],1998-12-01T00:00:00.000Z,0-578-0-4920,
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,3.0,2019,2004,14,True,"['01083', '10.249.0.25', 'ENBV']","{'@type': 'Point', 'coordinates': [29.0348, 70.8708], 'nearest': False}",['ENBV'],SN98090,13.0,BERLEVÅG,5440,BERLEVÅG LUFTHAVN,,Berlevåg,['AVINOR'],1974-08-01T00:00:00.000Z,0-20000-0-01083,1083.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,,2012,2012,1,True,['01043'],"{'@type': 'Point', 'coordinates': [22.8177, 70.4107], 'nearest': False}",,SN94230,18.0,ALTA,5403,ROGNSUNDET,,Rognsundet,['MET.NO'],2010-07-16T00:00:00.000Z,0-20000-0-01043,1043.0
SensorSystem,Norge,NO,INNLANDET,34.0,10.0,2019,1956,40,True,"['01371', '1371', '23']","{'@type': 'Point', 'coordinates': [9.063, 61.122], 'nearest': False}",,SN23500,521.0,ØYSTRE SLIDRE,3453,LØKEN I VOLBU,,Løken i Volbu,['NIBIO'],1924-01-01T00:00:00.000Z,0-20000-0-01371,1371.0
SensorSystem,Norge,NO,VESTLAND,46.0,7.0,2019,1924,85,True,"['01406', '10.249.1.64']","{'@type': 'Point', 'coordinates': [5.0683, 59.9083], 'nearest': False}",,SN48330,25.0,BØMLO,4613,SLÅTTERØY FYR,,Slåtterøy fyr,['MET.NO'],1923-07-01T00:00:00.000Z,0-20000-0-01406,1406.0
SensorSystem,Norge,NO,AGDER,42.0,,2012,2012,1,True,"['01453', '10.249.0.99']","{'@type': 'Point', 'coordinates': [8.4167, 58.6007], 'nearest': False}",,SN38730,162.0,FROLAND,4214,HYNNEKLEIV,,Hynnekleiv,['BANE NOR'],2012-01-04T00:00:00.000Z,0-20000-0-01453,1453.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2013,7,True,['35'],"{'@type': 'Point', 'coordinates': [10.2588, 61.2247], 'nearest': False}",,SN13030,375.0,GAUSDAL,3441,GAUSDAL - FOLLEBU,,Follebu,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-13030,
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2019,2004,16,True,['01434'],"{'@type': 'Point', 'coordinates': [7.3653, 59.7662], 'nearest': False}",,SN33890,821.0,VINJE,3825,VÅGSLI,,Vågsli,"['STATKRAFT REGION ØST-NORGE', 'MET.NO']",1994-09-27T00:00:00.000Z,0-20000-0-01434,1434.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2005,15,True,['01293'],"{'@type': 'Point', 'coordinates': [11.7277, 63.4115], 'nearest': False}",,SN69380,169.0,MERÅKER,5034,MERÅKER - VARDETUN,,Meråker,['MET.NO'],2004-04-15T00:00:00.000Z,0-20000-0-01293,1293.0
SensorSystem,Norge,NO,INNLANDET,34.0,3.0,2019,1987,31,True,"['01374', '10.249.1.22']","{'@type': 'Point', 'coordinates': [10.0358, 60.9345], 'nearest': False}",,SN21680,542.0,NORDRE LAND,3448,VEST-TORPA II,,Vest-Torpa,['MET.NO'],1986-08-01T00:00:00.000Z,0-20000-0-01374,1374.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,,1956,1956,1,True,"['01024', '300125060809780', '300134010701680']","{'@type': 'Point', 'coordinates': [16.3603, 78.6557], 'nearest': False}",,SN99880,20.0,SVALBARD,2100,PYRAMIDEN,,Pyramiden ,['MET.NO'],2012-08-04T00:00:00.000Z,0-20000-0-01024,1024.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,1957,63,True,"['01317', '10.249.0.159']","{'@type': 'Point', 'coordinates': [5.3327, 60.383], 'nearest': False}",,SN50540,12.0,BERGEN,4601,BERGEN - FLORIDA,,Bergen,['MET.NO'],1949-11-28T00:00:00.000Z,0-20000-0-01317,1317.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,1900,119,True,"['01098', '10.249.0.26', '10.249.1.53', 'LGV']","{'@type': 'Point', 'coordinates': [31.0962, 70.3707], 'nearest': False}",,SN98550,10.0,VARDØ,5404,VARDØ RADIO,['LGV'],Vardø radio,['MET.NO'],1829-06-01T00:00:00.000Z,,1098.0
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2019,2002,16,True,"['01321', '10.249.0.90']","{'@type': 'Point', 'coordinates': [6.5585, 61.9157], 'nearest': False}",,SN58900,208.0,STRYN,4651,STRYN - KROKEN,,Stryn,['MET.NO'],1993-11-01T00:00:00.000Z,0-20000-0-01321,1321.0
SensorSystem,Norge,NO,AGDER,42.0,2.0,2019,1947,72,True,"['01467', '10.249.0.216']","{'@type': 'Point', 'coordinates': [9.1479, 58.6361], 'nearest': False}",,SN35860,4.0,TVEDESTRAND,4213,LYNGØR FYR,,Lyngør fyr,['MET.NO'],1920-07-01T00:00:00.000Z,0-20000-0-01467,1467.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,6.0,2019,1914,98,True,"['01199', '212.23', '300134010806040']","{'@type': 'Point', 'coordinates': [23.5387, 68.7553], 'nearest': False}",,SN93900,382.0,KAUTOKEINO,5430,SIHCCAJAVRI,,Šihččajávri,"['MET.NO', 'NVE']",1913-04-01T00:00:00.000Z,0-20000-0-01199,1199.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,2.0,2018,1975,43,True,"['01102', '10.249.1.57']","{'@type': 'Point', 'coordinates': [10.9965, 65.2023], 'nearest': False}",,SN75550,23.0,LEKA,5052,SKLINNA FYR,,Sklinna fyr,['MET.NO'],1974-11-01T00:00:00.000Z,0-20000-0-01102,1102.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,41.0,2017,1935,42,True,"['01461', '10.249.0.240']","{'@type': 'Point', 'coordinates': [8.6562, 59.8497], 'nearest': False}",,SN31970,1804.0,TINN,3818,GAUSTATOPPEN,,Gaustatoppen,['MET.NO'],1935-09-01T00:00:00.000Z,0-20000-0-01461,1461.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,2.0,2019,1959,60,True,"['01210', '10.249.0.154', '10.249.0.59', 'ENAL']","{'@type': 'Point', 'coordinates': [6.115, 62.5617], 'nearest': False}",['ENAL'],SN60990,22.0,GISKE,1532,VIGRA,,Vigra,['AVINOR'],1958-07-01T00:00:00.000Z,0-20000-0-01210,1210.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2009,4,True,"['01361', '10.249.0.105']","{'@type': 'Point', 'coordinates': [7.6637, 62.0162], 'nearest': False}",,SN15890,872.0,SKJÅK,3433,GROTLI III,,Grotli,['MET.NO'],2008-10-01T00:00:00.000Z,0-20000-0-01361,1361.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2016,1966,49,True,['01045'],"{'@type': 'Point', 'coordinates': [21.8958, 69.8362], 'nearest': False}",,SN92350,20.0,KVÆNANGEN,5429,NORDSTRAUM I KVÆNANGEN,,Nordstraum,['MET.NO'],1965-08-01T00:00:00.000Z,,1045.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2012,2006,7,True,"['01308', '1308', '26']","{'@type': 'Point', 'coordinates': [5.0443, 61.2928], 'nearest': False}",,SN56420,7.0,FJALER,4646,FURENESET,,Fureneset,['NIBIO'],1972-01-01T00:00:00.000Z,0-20000-0-01308,1308.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,1931,1926,6,True,,"{'@type': 'Point', 'coordinates': [9.2643, 59.5688], 'nearest': False}",,SN30530,34.0,NOTODDEN,3808,NOTODDEN,,Notodden,['TINFOS A/S'],1923-01-01T00:00:00.000Z,0-578-0-30530,
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2005,15,True,"['01139', '10.249.0.35', 'ENVR']","{'@type': 'Point', 'coordinates': [12.7228, 67.6527], 'nearest': False}",['ENVR'],SN85840,4.0,VÆRØY,1857,VÆRØY HELIPORT,,Værøy,['AVINOR'],1997-02-20T00:00:00.000Z,0-20000-0-01139,1139.0
SensorSystem,Norge,NO,NORDLAND,18.0,,2012,2012,1,True,"['01133', '10.249.0.79']","{'@type': 'Point', 'coordinates': [13.2892, 65.6215], 'nearest': False}",,SN77280,50.0,GRANE,1825,LAKSFORS,,Laksfors,['BANE NOR'],2011-11-29T00:00:00.000Z,0-20000-0-01133,1133.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,3.0,2019,2009,9,True,"['01253', '10.249.0.75']","{'@type': 'Point', 'coordinates': [10.1788, 62.9535], 'nearest': False}",,SN67280,299.0,MIDTRE GAULDAL,5027,SOKNEDAL,,Soknedal,['BANE NOR'],2007-12-20T00:00:00.000Z,0-20000-0-01253,1253.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2012,2010,3,True,"['01150', '10.249.0.83']","{'@type': 'Point', 'coordinates': [14.954, 66.4993], 'nearest': False}",,SN79764,251.0,RANA,1833,HJARTÅSEN,,Dunderlandsdalen,['BANE NOR'],2009-02-04T00:00:00.000Z,0-20000-0-01150,1150.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2015,5,True,['144'],"{'@type': 'Point', 'coordinates': [15.1018, 67.2763], 'nearest': False}",,SN82110,20.0,FAUSKE,1841,VALNESFJORD,,Valnesfjord,['NIBIO'],2014-06-11T00:00:00.000Z,0-578-0-82110,
SensorSystem,Norge,NO,TRØNDELAG,50.0,31.0,2019,1923,66,True,"['01257', '10.249.0.160']","{'@type': 'Point', 'coordinates': [10.4538, 63.4107], 'nearest': False}",,SN68860,127.0,TRONDHEIM,5001,TRONDHEIM - VOLL,,Trondheim,['MET.NO'],1923-01-01T00:00:00.000Z,0-20000-0-01257,1257.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,1.0,2019,2013,7,True,['39'],"{'@type': 'Point', 'coordinates': [8.1862, 62.9133], 'nearest': False}",,SN64510,23.0,TINGVOLL,1560,TINGVOLL,,Tingvoll,['NIBIO'],1992-01-01T00:00:00.000Z,0-578-0-64510,
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,2.0,2019,2010,7,True,"['01224', '10.249.0.115']","{'@type': 'Point', 'coordinates': [6.2108, 62.4703], 'nearest': False}",,SN60945,15.0,ÅLESUND,1507,ÅLESUND IV,,Ålesund,['ÅLESUND KOMMUNE'],2009-06-24T00:00:00.000Z,0-20000-0-01224,1224.0
SensorSystem,Norge,NO,AGDER,42.0,,2012,2012,1,True,"['01442', '10.249.0.186']","{'@type': 'Point', 'coordinates': [7.803, 58.6863], 'nearest': False}",,SN39750,207.0,BYGLAND,4220,BYGLANDSFJORD - NESET,,Byglandsfjord ,['MET.NO'],2011-09-23T00:00:00.000Z,0-20000-0-01442,1442.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2018,2007,12,True,"['01086', '10.249.0.24', 'ENBS']","{'@type': 'Point', 'coordinates': [29.7, 70.6028], 'nearest': False}",['ENBS'],SN98360,152.0,BÅTSFJORD,5443,BÅTSFJORD - STRAUMSNESAKSLA,,Båtsfjord,['AVINOR'],1999-09-09T00:00:00.000Z,0-20000-0-01086,1086.0
SensorSystem,Norge,NO,AGDER,42.0,2.0,2019,1920,97,True,"['01427', '10.249.0.211']","{'@type': 'Point', 'coordinates': [6.5675, 58.109], 'nearest': False}",,SN42160,14.0,FARSUND,4206,LISTA FYR,,Lista fyr,['MET.NO'],1867-07-01T00:00:00.000Z,0-20000-0-01427,1427.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2004,16,True,['01203'],"{'@type': 'Point', 'coordinates': [4.986, 62.034], 'nearest': False}",,SN59110,75.0,KINN,4602,KRÅKENES,,Kråkenes,['MET.NO'],1991-10-01T00:00:00.000Z,0-20000-0-01203,1203.0
SensorSystem,Norge,NO,NORDLAND,18.0,2.0,2019,1931,88,True,"['01160', '10.249.0.104']","{'@type': 'Point', 'coordinates': [14.6425, 68.1528], 'nearest': False}",,SN85380,11.0,VÅGAN,1865,SKROVA FYR,,Skrova fyr,['MET.NO'],1933-05-01T00:00:00.000Z,0-20000-0-01160,1160.0
SensorSystem,Norge,NO,AGDER,42.0,10.0,2019,1957,50,True,"['01464', '1464', '24']","{'@type': 'Point', 'coordinates': [8.5225, 58.34], 'nearest': False}",,SN38140,6.0,GRIMSTAD,4202,LANDVIK,,Landvik,['NIBIO'],1957-01-01T00:00:00.000Z,0-20000-0-01464,1464.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,2019,2014,6,True,['41'],"{'@type': 'Point', 'coordinates': [7.0452, 58.134], 'nearest': False}",,SN41825,6.0,LYNGDAL,4225,LYNGDAL,,Lyngdal,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-41825,
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2004,16,True,"['01290', '10.249.0.33', 'ENNM']","{'@type': 'Point', 'coordinates': [11.5705, 64.4708], 'nearest': False}",['ENNM'],SN72580,2.0,NAMSOS,5007,NAMSOS LUFTHAVN,,Namsos LH,['AVINOR'],1968-07-01T00:00:00.000Z,0-20000-0-01290,1290.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,28.0,2019,1900,73,True,"['01047', '10.249.0.210']","{'@type': 'Point', 'coordinates': [23.0335, 68.9968], 'nearest': False}",,SN93700,307.0,KAUTOKEINO,5430,KAUTOKEINO,,Kautokeino,['MET.NO'],1868-01-01T00:00:00.000Z,0-20000-0-01047,1047.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,5.0,2019,1970,44,True,"['01259', '10.249.0.72']","{'@type': 'Point', 'coordinates': [10.455, 64.4013], 'nearest': False}",,SN71990,18.0,OSEN,5020,BUHOLMRÅSA FYR,,Buholmråsa fyr,['MET.NO'],1965-11-01T00:00:00.000Z,0-20000-0-01259,1259.0
SensorSystem,Norge,NO,ROGALAND,11.0,2.0,2019,2008,11,True,['01422'],"{'@type': 'Point', 'coordinates': [6.0365, 59.16], 'nearest': False}",,SN45870,30.0,HJELMELAND,1133,FISTER - SIGMUNDSTAD,,Fister,['MET.NO'],2007-05-29T00:00:00.000Z,0-20000-0-01422,1422.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,26.0,2010,1961,25,True,"['01483', '10.249.0.140', 'ENTO']","{'@type': 'Point', 'coordinates': [10.2553, 59.1845], 'nearest': False}",['ENTO'],SN27470,88.0,SANDEFJORD,3804,TORP,,Torp,['SANDEFJORD LUFTHAVN TORP'],1959-09-01T00:00:00.000Z,0-20000-0-01483,1483.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2012,2011,2,True,"['01002', '300134010702150']","{'@type': 'Point', 'coordinates': [16.25, 80.0592], 'nearest': False}",,SN99927,8.0,SVALBARD,2100,VERLEGENHUKEN,,Verlegenhuken,['MET.NO'],1997-08-07T00:00:00.000Z,0-20000-0-01002,1002.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2012,8,True,"['01389', '10.249.0.117']","{'@type': 'Point', 'coordinates': [11.3747, 61.1847], 'nearest': False}",,SN7950,255.0,ÅMOT,3422,RENA FLYPLASS,,Rena flyplass,['MET.NO'],2011-12-09T00:00:00.000Z,0-20000-0-01389,1389.0
SensorSystem,Norge,NO,NORSKEHAVET,24.0,3.0,1960,1953,4,True,"['4YM', '6301000', 'BUOY2', 'C7M', 'LDWR']","{'@type': 'Point', 'coordinates': [2, 66], 'nearest': False}",,SN76900,2.0,NORSKEHAVET,2400,MIKE,"['4YM', '6301000', 'BUOY2', 'C7M', 'LDWR']",MIKE,['HAVFORSKNINGSINSTITUTTET'],1949-01-01T00:00:00.000Z,0-578-0-76900,
SensorSystem,Norge,NO,AGDER,42.0,2.0,2018,1900,117,True,"['01448', '10.249.1.65']","{'@type': 'Point', 'coordinates': [8.0532, 58.0732], 'nearest': False}",,SN39100,9.0,KRISTIANSAND,4204,OKSØY FYR,,Oksøy fyr,['MET.NO'],1864-05-01T00:00:00.000Z,0-20000-0-01448,1448.0
SensorSystem,Norge,NO,VESTLAND,46.0,,2012,2012,1,True,"['01346', '10.249.0.128', '10.249.0.187']","{'@type': 'Point', 'coordinates': [7.2755, 60.6563], 'nearest': False}",,SN53530,1162.0,ULVIK,4620,MIDTSTOVA,,Midtstova,['BANE NOR'],2011-11-22T00:00:00.000Z,0-20000-0-01346,1346.0
SensorSystem,Norge,NO,INNLANDET,34.0,42.0,2019,1960,19,True,['12'],"{'@type': 'Point', 'coordinates': [11.2028, 60.8028], 'nearest': False}",,SN12180,182.0,HAMAR,3403,ILSENG,,Ilseng,['NIBIO'],1959-06-01T00:00:00.000Z,0-578-0-12180,
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2019,2010,10,True,"['01478', '10.249.0.191']","{'@type': 'Point', 'coordinates': [10.148, 58.9688], 'nearest': False}",,SN29950,15.0,LARVIK,3805,SVENNER FYR,,Svenner fyr,['MET.NO'],2000-12-01T00:00:00.000Z,0-20000-0-01478,1478.0
SensorSystem,Norge,NO,VESTLAND,46.0,37.0,2019,1900,53,True,"['01342', '1342', '40']","{'@type': 'Point', 'coordinates': [6.6538, 60.3185], 'nearest': False}",,SN49490,12.0,ULLENSVANG,4618,ULLENSVANG FORSØKSGARD,,Ullensvang,['NIBIO'],1865-01-01T00:00:00.000Z,0-20000-0-01342,1342.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,1901,1900,2,True,,"{'@type': 'Point', 'coordinates': [8.569, 61.124], 'nearest': False}",,SN23720,489.0,VANG,3454,VANG I VALDRES,,Vang i Valdres,['MET.NO'],1887-01-01T00:00:00.000Z,0-578-0-23720,
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,1926,1921,6,True,,"{'@type': 'Point', 'coordinates': [12.5039, 61.1349], 'nearest': False}",,SN100,333.0,TRYSIL,3421,PLASSEN,,Plassen,['MET.NO'],1901-01-01T00:00:00.000Z,0-578-0-100,
SensorSystem,Norge,NO,TRØNDELAG,50.0,3.0,2019,2007,11,True,['01234'],"{'@type': 'Point', 'coordinates': [9.8495, 63.3153], 'nearest': False}",,SN66150,4.0,ORKLAND,5059,ORKDAL - THAMSHAMN,,Orkanger,['MET.NO'],2006-08-08T00:00:00.000Z,0-20000-0-01234,1234.0
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2019,1956,63,True,"['01311', '10.249.0.174', '10.249.0.62', 'ENBR']","{'@type': 'Point', 'coordinates': [5.2265, 60.2892], 'nearest': False}",['ENBR'],SN50500,48.0,BERGEN,4601,FLESLAND,,Flesland,"['AVINOR', 'MET.NO']",1955-10-02T00:00:00.000Z,0-20000-0-01311,1311.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,5.0,2019,1922,94,True,"['01028', 'ENBJ', 'LBJ']","{'@type': 'Point', 'coordinates': [19.005, 74.5167], 'nearest': False}",['ENBJ'],SN99710,16.0,SVALBARD,2100,BJØRNØYA,['LBJ'],Bjørnøya,['MET.NO'],1910-01-01T00:00:00.000Z,0-20000-0-01028,1028.0
