@type,country,countryCode,county,countyId,data_max_gap,data_max_year,data_min_year,data_nyears,data_success,externalIds,geometry,icaoCodes,id,masl,municipality,municipalityId,name,shipCodes,shortName,stationHolders,validFrom,wigosId,wmoId
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,1981,39,True,"['01380', '10.249.0.165']","{'@type': 'Point', 'coordinates': [10.1082, 61.6513], 'nearest': False}",,SN13420,930.0,RINGEBU,3439,VENABU,,Venabu,['MET.NO'],1980-08-01T00:00:00.000Z,0-20000-0-01380,1380.0
SensorSystem,Norge,NO,NORDSJØEN,26.0,5.0,2019,1981,28,True,"['01400', 'ENEK', 'ENLE', 'LF5U']","{'@type': 'Point', 'coordinates': [3.2244, 56.5434], 'nearest': False}","['ENEK', 'ENLE']",SN76920,50.0,NORDSJØEN,2600,EKOFISK,['LF5U'],Ekofisk,['PHILLIPS PETROLEUM CO'],1980-01-01T00:00:00.000Z,0-20000-0-01400,1400.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,1.0,2012,2011,2,True,"['01232', '10.249.0.97']","{'@type': 'Point', 'coordinates': [7.8355, 62.4458], 'nearest': False}",,SN61420,67.0,RAUMA,1539,MARSTEIN,,Marstein,['BANE NOR'],2010-02-22T00:00:00.000Z,0-20000-0-01232,1232.0
SensorSystem,Norge,NO,VESTLAND,46.0,4.0,2019,1996,21,True,['01338'],"{'@type': 'Point', 'coordinates': [6.6452, 61.1724], 'nearest': False}",,SN53101,49.0,VIK,4639,VANGSNES,,Vangsnes,['MET.NO'],1993-12-17T00:00:00.000Z,0-20000-0-01338,1338.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2006,14,True,['01469'],"{'@type': 'Point', 'coordinates': [10.2478, 60.1665], 'nearest': False}",,SN20301,140.0,RINGERIKE,3007,HØNEFOSS - HØYBY,,Hønefoss,['MET.NO'],2005-05-30T00:00:00.000Z,0-20000-0-01469,1469.0
SensorSystem,Norge,NO,NORDLAND,18.0,2.0,2019,2004,15,True,"['01151', '10.249.0.130', '10.249.0.16', 'ENRA']","{'@type': 'Point', 'coordinates': [14.3015, 66.3643], 'nearest': False}",['ENRA'],SN79600,70.0,RANA,1833,MO I RANA LUFTHAVN,,Mo i Rana LH,['AVINOR'],1968-07-01T00:00:00.000Z,0-20000-0-01151,1151.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,11.0,2019,1961,49,True,"['01481', '10.249.0.131']","{'@type': 'Point', 'coordinates': [10.3483, 59.23], 'nearest': False}",,SN27450,26.0,SANDEFJORD,3804,MELSOM,,Melsom,['MET.NO'],1959-04-01T00:00:00.000Z,0-20000-0-01481,1481.0
SensorSystem,Svalbard og Jan Mayen,SJ,JAN MAYEN,22.0,2.0,2019,1921,96,True,"['01001', 'ENJA']","{'@type': 'Point', 'coordinates': [-8.669, 70.9394], 'nearest': False}",['ENJA'],SN99950,10.0,JAN MAYEN,2211,JAN MAYEN,,Jan Mayen,['MET.NO'],1908-08-01T00:00:00.000Z,0-20000-0-01001,1001.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2000,20,True,"['01147', '10.249.0.206']","{'@type': 'Point', 'coordinates': [14.1942, 65.8255], 'nearest': False}",,SN78800,406.0,HATTFJELLDAL,1826,VARNTRESK,,Varntresk,['MET.NO'],1999-09-24T00:00:00.000Z,0-20000-0-01147,1147.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2019,2007,13,True,['01447'],"{'@type': 'Point', 'coordinates': [8.1992, 59.497], 'nearest': False}",,SN32890,560.0,TOKKE,3824,HØYDALSMO II,,Høydalsmo,['MET.NO'],2006-08-23T00:00:00.000Z,0-20000-0-01447,1447.0
SensorSystem,Norge,NO,NORDLAND,18.0,3.0,2019,2008,10,True,"['01132', '10.249.0.78']","{'@type': 'Point', 'coordinates': [13.3667, 65.1662], 'nearest': False}",,SN77425,319.0,GRANE,1825,MAJAVATN V,,Majavatn,['MET.NO'],2007-12-19T00:00:00.000Z,0-20000-0-01132,1132.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,4.0,2019,2009,8,True,"['01254', '10.249.0.76']","{'@type': 'Point', 'coordinates': [10.5608, 62.9763], 'nearest': False}",,SN67560,127.0,MIDTRE GAULDAL,5027,KOTSØY,,Kotsøy,['BANE NOR'],2007-11-27T00:00:00.000Z,0-20000-0-01254,1254.0
SensorSystem,Norge,NO,AUST-AGDER,9.0,3.0,2019,1900,116,True,"['01465', '10.249.1.173']","{'@type': 'Point', 'coordinates': [8.7893, 58.3988], 'nearest': False}",,SN36200,12.0,ARENDAL,906,TORUNGEN FYR,,Torungen fyr,['MET.NO'],1867-07-01T00:00:00.000Z,0-20000-0-01465,1465.0
SensorSystem,Norge,NO,AGDER,42.0,,2012,2012,1,True,"['01449', '10.249.0.170']","{'@type': 'Point', 'coordinates': [9.0263, 58.87], 'nearest': False}",,SN35210,32.0,GJERSTAD,4211,GJERSTAD JERNBANESTASJON,,Gjerstad,['BANE NOR'],2012-01-04T00:00:00.000Z,0-20000-0-01449,1449.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2007,13,True,"['01327', '10.249.0.236']","{'@type': 'Point', 'coordinates': [5.964, 60.3887], 'nearest': False}",,SN50310,455.0,KVAM,4622,KVAMSKOGEN - JONSHØGDI,,Kvamskogen,['MET.NO'],2006-08-01T00:00:00.000Z,0-20000-0-01327,1327.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2018,2014,5,True,['1'],"{'@type': 'Point', 'coordinates': [10.125, 59.0467], 'nearest': False}",,SN27780,19.0,LARVIK,3805,TJØLLING,,Tjølling,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-27780,
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2003,17,True,"['01112', '10.249.0.31', 'ENBN']","{'@type': 'Point', 'coordinates': [12.2182, 65.4567], 'nearest': False}",['ENBN'],SN76330,9.0,BRØNNØY,1813,BRØNNØYSUND LUFTHAVN,,Brønnøysund,['AVINOR'],1968-07-01T00:00:00.000Z,0-20000-0-01112,1112.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2006,7,True,"['01385', '10.249.0.93', 'ENHA']","{'@type': 'Point', 'coordinates': [11.0697, 60.818], 'nearest': False}",['ENHA'],SN12320,221.0,HAMAR,3403,HAMAR - STAVSBERG,,Hamar Stavsberg,['MET.NO'],1956-05-18T00:00:00.000Z,0-20000-0-01385,1385.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2009,11,True,"['01355', '10.249.0.106']","{'@type': 'Point', 'coordinates': [7.5025, 61.1033], 'nearest': False}",,SN54110,2.0,LÆRDAL,4642,LÆRDAL IV,,Lærdal,['MET.NO'],2008-09-12T00:00:00.000Z,0-20000-0-01355,1355.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,2004,15,True,"['01088', '10.249.0.178', '10.249.0.41', 'ENVD']","{'@type': 'Point', 'coordinates': [29.8352, 70.0653], 'nearest': False}",['ENVD'],SN98790,39.0,VADSØ,5405,VADSØ LUFTHAVN,,Vadsø LH,['AVINOR'],1974-08-01T00:00:00.000Z,0-20000-0-01088,1088.0
SensorSystem,Norge,NO,NORDSJØEN,26.0,4.0,2019,1990,20,True,"['01300', 'ENGC', 'LF3J']","{'@type': 'Point', 'coordinates': [2.2687, 61.2042], 'nearest': False}",['ENGC'],SN76923,80.0,NORDSJØEN,2600,GULLFAKS C,['LF3J'],Gullfaks C,['STATOIL ASA'],1989-11-01T00:00:00.000Z,0-20000-0-01300,1300.0
SensorSystem,Norge,NO,OSLO,3.0,1.0,2012,2008,5,True,"['01489', '10.249.0.46', '10.249.1.131', '10.249.1.45', '1489']","{'@type': 'Point', 'coordinates': [10.6878, 60.0513], 'nearest': False}",,SN18500,360.0,OSLO,301,BJØRNHOLT,,Bjørnholt,['MET.NO'],1876-01-01T00:00:00.000Z,0-20000-0-01489,1489.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2012,2011,2,True,"['01020', '300134010618090', '300234011933560']","{'@type': 'Point', 'coordinates': [16.5488, 76.4777], 'nearest': False}",,SN99752,10.0,SVALBARD,2100,SØRKAPPØYA,,Sørkappøya,['MET.NO'],1908-09-01T00:00:00.000Z,0-20000-0-01020,1020.0
SensorSystem,Norges stasjoner i Antarktis,AQ,,,1.0,2012,2010,3,True,['89504'],"{'@type': 'Point', 'coordinates': [2.5408, -72.012], 'nearest': False}",,SN99990,1310.0,Dronning Maud Land,7106001,TROLL I ANTARKTIS,,Troll Antarktis,['NORSK POLARINSTITUTT'],2005-05-23T00:00:00.000Z,0-20000-0-89504,89504.0
SensorSystem,Norge,NO,ROGALAND,11.0,2.0,2019,2000,17,True,"['01425', '10.249.1.24']","{'@type': 'Point', 'coordinates': [6.5045, 58.507], 'nearest': False}",,SN43010,65.0,LUND,1112,EIK - HOVE,,Eik - Hove,['MET.NO'],1998-02-19T00:00:00.000Z,0-20000-0-01425,1425.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2008,5,True,"['01368', '10.249.0.70', 'ENFG']","{'@type': 'Point', 'coordinates': [9.2928, 61.0128], 'nearest': False}",['ENFG'],SN23410,822.0,NORD-AURDAL,3451,FAGERNES LUFTHAMN,,Fagernes LH,['AVINOR'],1987-01-01T00:00:00.000Z,0-20000-0-01368,1368.0
SensorSystem,Norge,NO,VESTLAND,46.0,16.0,2014,1968,23,True,"['01433', '1229047', '1701']","{'@type': 'Point', 'coordinates': [6.9825, 59.8402], 'nearest': False}",,SN46510,1079.0,ULLENSVANG,4618,E134 MIDTLÆGER,,Midtlæger,['STATENS VEGVESEN'],1967-02-01T00:00:00.000Z,,
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2013,7,True,['19'],"{'@type': 'Point', 'coordinates': [10.2598, 59.7908], 'nearest': False}",,SN19940,39.0,LIER,3049,LIER,,Lier,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-19940,
SensorSystem,Norge,NO,ROGALAND,11.0,13.0,2019,1919,79,True,"['01412', '10.249.0.185']","{'@type': 'Point', 'coordinates': [5.5553, 58.6592], 'nearest': False}",,SN44080,24.0,HÅ,1119,OBRESTAD FYR,,Obrestad fyr,['MET.NO'],1919-01-01T00:00:00.000Z,0-20000-0-01412,1412.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2011,2,True,"['01239', '10.249.0.74']","{'@type': 'Point', 'coordinates': [9.5423, 62.2207], 'nearest': False}",,SN9310,1012.0,DOVRE,3431,HJERKINN II,,Hjerkinn,['BANE NOR'],2010-09-06T00:00:00.000Z,0-20000-0-01239,1239.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,1926,1922,5,True,,"{'@type': 'Point', 'coordinates': [9.098, 58.8037], 'nearest': False}",,SN35090,42.0,GJERSTAD,4211,EIKELAND,,Eikeland,['MET.NO'],1980-06-01T00:00:00.000Z,0-578-0-35090,
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2019,2014,6,True,['16'],"{'@type': 'Point', 'coordinates': [9.0287, 59.4175], 'nearest': False}",,SN32240,105.0,MIDT-TELEMARK,3817,BØ,,Bø,['NIBIO'],2005-01-01T00:00:00.000Z,0-578-0-32240,
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2006,14,True,"['01310', '10.249.1.174', 'ENFL']","{'@type': 'Point', 'coordinates': [5.0278, 61.5832], 'nearest': False}",['ENFL'],SN57710,9.0,KINN,4602,FLORØ LUFTHAMN,,Florø LH,['AVINOR'],1971-06-01T00:00:00.000Z,0-20000-0-01310,1310.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,1.0,2019,1900,120,True,"['01482', '10.249.0.189']","{'@type': 'Point', 'coordinates': [10.5242, 59.0272], 'nearest': False}",,SN27500,6.0,FÆRDER,3811,FÆRDER FYR,,Færder fyr,['MET.NO'],1885-01-01T00:00:00.000Z,0-20000-0-01482,1482.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,2.0,2019,1981,36,True,['01450'],"{'@type': 'Point', 'coordinates': [8.1785, 59.8397], 'nearest': False}",,SN31620,977.0,VINJE,3825,MØSSTRAND II,,Møsstrand,['MET.NO'],1980-11-01T00:00:00.000Z,0-20000-0-01450,1450.0
SensorSystem,Norge,NO,INNLANDET,34.0,9.0,2019,1931,76,True,"['01381', '1381', '22']","{'@type': 'Point', 'coordinates': [10.8695, 60.7002], 'nearest': False}",,SN11500,264.0,ØSTRE TOTEN,3442,ØSTRE TOTEN - APELSVOLL,,Apelsvoll,['NIBIO'],1930-09-08T00:00:00.000Z,0-20000-0-01381,1381.0
SensorSystem,Norge,NO,ROGALAND,11.0,1.0,2019,2012,8,True,"['01417', '10.249.0.188']","{'@type': 'Point', 'coordinates': [5.7208, 59.4927], 'nearest': False}",,SN46930,20.0,VINDAFJORD,1160,VATS I VINDAFJORD,,Vats (Vindafj),['MET.NO'],2011-10-21T00:00:00.000Z,0-20000-0-01417,1417.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2009,11,True,"['1500', '9']","{'@type': 'Point', 'coordinates': [11.3905, 59.3882], 'nearest': False}",,SN3290,100.0,RAKKESTAD,3016,RAKKESTAD,,Rakkestad,['NIBIO'],1991-01-01T00:00:00.000Z,0-578-0-3290,
SensorSystem,Norge,NO,INNLANDET,34.0,,2012,2012,1,True,"['01370', '10.249.0.168']","{'@type': 'Point', 'coordinates': [9.4023, 61.5308], 'nearest': False}",,SN13655,928.0,NORD-FRON,3436,SKÅBU,,Skåbu ,['MET.NO'],2011-06-08T00:00:00.000Z,0-20000-0-01370,1370.0
SensorSystem,Norge,NO,NORDLAND,18.0,3.0,2019,2010,8,True,"['01158', '10.249.0.86']","{'@type': 'Point', 'coordinates': [15.4857, 67.1658], 'nearest': False}",,SN82000,7.0,SALTDAL,1840,SETSÅ,,Setså,['BANE NOR'],2009-02-04T00:00:00.000Z,0-20000-0-01158,1158.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2009,4,True,"['01386', '10.249.0.103']","{'@type': 'Point', 'coordinates': [11.095, 60.8002], 'nearest': False}",,SN12290,141.0,HAMAR,3403,HAMAR II,,Hamar (Disen),['MET.NO'],1968-05-20T00:00:00.000Z,0-20000-0-01386,1386.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,3.0,2019,1934,81,True,"['01033', '10.249.1.135']","{'@type': 'Point', 'coordinates': [19.4997, 70.2452], 'nearest': False}",,SN90800,21.0,KARLSØY,5423,TORSVÅG FYR,,Torsvåg fyr,['MET.NO'],1933-09-11T00:00:00.000Z,0-20000-0-01033,1033.0
SensorSystem,Norge,NO,NORDLAND,18.0,2.0,2019,1992,27,True,"['01108', '10.249.0.198']","{'@type': 'Point', 'coordinates': [11.8562, 65.7017], 'nearest': False}",,SN76450,4.0,VEGA,1815,VEGA - VALLSJØ,,Vega,['MET.NO'],1991-02-01T00:00:00.000Z,0-20000-0-01108,1108.0
SensorSystem,Norge,NO,VIKEN,30.0,79.0,2018,1924,17,True,"['01466', '10.249.0.126', '1466', 'ENKJ']","{'@type': 'Point', 'coordinates': [11.0383, 59.9708], 'nearest': False}",['ENKJ'],SN4200,108.0,LILLESTRØM,3030,KJELLER,,Kjeller,"['KJELLER FLYSTASJON', 'MET.NO']",1923-03-22T00:00:00.000Z,0-20000-0-01466,1466.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,1926,1919,8,True,,"{'@type': 'Point', 'coordinates': [8.2888, 58.633], 'nearest': False}",,SN38600,245.0,FROLAND,4214,MYKLAND,,Mykland,['MET.NO'],1895-07-01T00:00:00.000Z,0-578-0-38600,
SensorSystem,Norge,NO,NORDLAND,18.0,,2012,2012,1,True,"['01135', '10.249.0.80']","{'@type': 'Point', 'coordinates': [13.5867, 66.1317], 'nearest': False}",,SN78360,126.0,VEFSN,1824,SELJELIA,,Seljelia,['BANE NOR'],2011-10-14T00:00:00.000Z,0-20000-0-01135,1135.0
SensorSystem,Norge,NO,AGDER,42.0,2.0,2018,1967,51,True,['01459'],"{'@type': 'Point', 'coordinates': [8.63, 58.6582], 'nearest': False}",,SN36560,142.0,ÅMLI,4217,NELAUG,,Nelaug,['MET.NO'],1966-07-01T00:00:00.000Z,0-20000-0-01459,1459.0
SensorSystem,Norge,NO,ROGALAND,11.0,1.0,2019,1936,84,True,"['01415', '10.249.0.173', '10.249.0.64', 'ENZV']","{'@type': 'Point', 'coordinates': [5.637, 58.8843], 'nearest': False}",['ENZV'],SN44560,7.0,SOLA,1124,SOLA,,Sola,"['AVINOR', 'MET.NO']",1935-05-21T00:00:00.000Z,0-20000-0-01415,1415.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2012,2009,4,True,"['01352', '10.249.0.107']","{'@type': 'Point', 'coordinates': [7.4805, 60.1833], 'nearest': False}",,SN29400,1250.0,EIDFJORD,4619,SANDHAUG,,Sandhaug,['MET.NO'],2008-10-04T00:00:00.000Z,0-20000-0-01352,1352.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,2.0,2019,1955,64,True,"['01241', '10.249.0.56', 'ENOL']","{'@type': 'Point', 'coordinates': [9.6105, 63.7045], 'nearest': False}",['ENOL'],SN71550,10.0,ØRLAND,5057,ØRLAND III,,Ørland,['MET.NO'],1954-07-01T00:00:00.000Z,0-20000-0-01241,1241.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,2006,13,True,"['01027', '1027', '30']","{'@type': 'Point', 'coordinates': [18.9095, 69.6538], 'nearest': False}",,SN90400,20.0,TROMSØ,5401,TROMSØ - HOLT,,Tromsø (Holt),['NIBIO'],1987-05-04T00:00:00.000Z,0-20000-0-01027,1027.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,1989,1972,18,True,,"{'@type': 'Point', 'coordinates': [15.5892, 67.3605], 'nearest': False}",,SN82650,3.0,SØRFOLD,1845,VALLJORD,,Valljord,['SISO ENERGI AS'],1971-10-01T00:00:00.000Z,0-578-0-82650,
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2012,2011,2,True,"['01017', '300134010702680']","{'@type': 'Point', 'coordinates': [14.7632, 77.6902], 'nearest': False}",,SN99765,20.0,SVALBARD,2100,AKSELØYA,,Akseløya,['MET.NO'],1898-09-01T00:00:00.000Z,,1017.0
SensorSystem,Norge,NO,NORDLAND,18.0,3.0,2019,1963,54,True,"['01010', '10.249.0.55', '10.249.1.89', 'ENAN']","{'@type': 'Point', 'coordinates': [16.1312, 69.3073], 'nearest': False}",['ENAN'],SN87110,10.0,ANDØY,1871,ANDØYA,,Andøya LH,"['AVINOR', 'MET.NO']",1958-01-01T00:00:00.000Z,0-20000-0-01010,1010.0
SensorSystem,Norge,NO,VIKEN,30.0,54.0,2019,1934,33,True,['13'],"{'@type': 'Point', 'coordinates': [10.8145, 59.3188], 'nearest': False}",,SN17050,12.0,RÅDE,3017,RÅDE - TOMB,,Tomb,['NIBIO'],1942-03-01T00:00:00.000Z,0-578-0-17050,
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,2007,12,True,"['01068', '10.249.0.27', 'ENHV']","{'@type': 'Point', 'coordinates': [25.9782, 71.0105], 'nearest': False}",['ENHV'],SN94680,14.0,NORDKAPP,5435,HONNINGSVÅG LUFTHAVN,,Honningsvåg,"['MET.NO', 'AVINOR']",1977-07-01T00:00:00.000Z,0-20000-0-01068,1068.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2012,2009,3,True,"['01042', '157.249.136.50']","{'@type': 'Point', 'coordinates': [22.4428, 70.607], 'nearest': False}",,SN93000,438.0,HASVIK,5433,HASVIK - SLUSKFJELLET,,Hasvik,['MET.NO'],2008-07-03T00:00:00.000Z,0-20000-0-01042,1042.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2012,2004,9,True,['01156'],"{'@type': 'Point', 'coordinates': [14.4347, 68.6072], 'nearest': False}",,SN86740,8.0,BØ,1867,BØ I VESTERÅLEN III,,Bø Vesterålen,['MET.NO'],2002-12-03T00:00:00.000Z,0-20000-0-01156,1156.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2004,16,True,"['01074', '10.249.0.52', 'ENMH']","{'@type': 'Point', 'coordinates': [27.8298, 71.033], 'nearest': False}",['ENMH'],SN96310,13.0,GAMVIK,5439,MEHAMN LUFTHAVN,,Mehamn LH,"['MET.NO', 'AVINOR']",1974-08-01T00:00:00.000Z,0-20000-0-01074,1074.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2018,2008,11,True,"['01121', '10.249.0.164']","{'@type': 'Point', 'coordinates': [12.611, 66.3705], 'nearest': False}",,SN80102,10.0,LURØY,1834,SOLVÆR III,,Solvær,['MET.NO'],2007-11-01T00:00:00.000Z,0-20000-0-01121,1121.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,2.0,2019,1998,21,True,"['01470', '10.249.0.133', '10.30.214.1']","{'@type': 'Point', 'coordinates': [9.2128, 59.3822], 'nearest': False}",,SN32060,93.0,MIDT-TELEMARK,3817,GVARV - NES,,Gvarv,['MET.NO'],1997-05-13T00:00:00.000Z,0-20000-0-01470,1470.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2004,16,True,"['01473', '10.30.214.2']","{'@type': 'Point', 'coordinates': [9.6377, 59.6247], 'nearest': False}",,SN28380,170.0,KONGSBERG,3006,KONGSBERG BRANNSTASJON,,Kongsberg,['MET.NO'],2003-02-17T00:00:00.000Z,0-20000-0-01473,1473.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,1941,79,True,"['01384', 'ENGM']","{'@type': 'Point', 'coordinates': [11.0802, 60.2065], 'nearest': False}",['ENGM'],SN4780,202.0,ULLENSAKER,3033,GARDERMOEN,,Gardermoen,['AVINOR'],1940-05-13T00:00:00.000Z,0-20000-0-01384,1384.0
SensorSystem,Norge,NO,INNLANDET,34.0,3.0,2019,2003,15,True,"['01397', '10.249.1.118']","{'@type': 'Point', 'coordinates': [12.2718, 61.2943], 'nearest': False}",,SN180,360.0,TRYSIL,3421,TRYSIL VEGSTASJON,,Trysil Mosanden,['MET.NO'],1993-11-10T00:00:00.000Z,0-20000-0-01397,1397.0
SensorSystem,Norge,NO,VESTLAND,46.0,4.0,2019,1991,23,True,"['01304', '10.249.1.34']","{'@type': 'Point', 'coordinates': [4.6817, 61.5717], 'nearest': False}",,SN57770,26.0,KINN,4602,YTTERØYANE FYR,,Ytterøyane fyr,['MET.NO'],1984-09-01T00:00:00.000Z,0-20000-0-01304,1304.0
SensorSystem,Norge,NO,INNLANDET,34.0,9.0,2019,1951,50,True,"['01382', '1382', '21']","{'@type': 'Point', 'coordinates': [10.8055, 60.7733], 'nearest': False}",,SN12550,128.0,RINGSAKER,3411,KISE PA HEDMARK,,Kise på Hedmark,['NIBIO'],1951-04-01T00:00:00.000Z,0-20000-0-01382,1382.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2018,2005,14,True,['01037'],"{'@type': 'Point', 'coordinates': [20.2823, 69.3875], 'nearest': False}",,SN91380,20.0,STORFJORD,5425,SKIBOTN II,,Skibotn,['MET.NO'],2004-11-01T00:00:00.000Z,0-20000-0-01037,1037.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,,2016,2016,1,True,,"{'@type': 'Point', 'coordinates': [7.913, 60.018], 'nearest': False}",,SN31660,954.0,VINJE,3825,MOGEN,,Mogen,['HYDRO ENERGY AS'],1930-09-01T00:00:00.000Z,0-578-0-31660,
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2009,11,True,"['01084', '32']","{'@type': 'Point', 'coordinates': [30.041, 69.4552], 'nearest': False}",,SN99460,27.0,SØR-VARANGER,5444,PASVIK - SVANVIK,,Svanvik,"['NIBIO', 'MET.NO']",1973-01-01T00:00:00.000Z,0-20000-0-01084,1084.0
SensorSystem,Norge,NO,INNLANDET,34.0,2.0,2019,1983,36,True,"['01378', '10.249.1.155']","{'@type': 'Point', 'coordinates': [10.4762, 61.0917], 'nearest': False}",,SN12680,240.0,LILLEHAMMER,3405,LILLEHAMMER - SÆTHERENGEN,,Lillehammer,['MET.NO'],1982-12-01T00:00:00.000Z,0-20000-0-01378,1378.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2005,15,True,"['01144', '10.249.1.152']","{'@type': 'Point', 'coordinates': [13.8958, 67.4048], 'nearest': False}",,SN82410,24.0,BODØ,1804,HELLIGVÆR II,,Helligvær,['MET.NO'],2005-01-27T00:00:00.000Z,0-20000-0-01144,1144.0
SensorSystem,Norge,NO,VESTLAND,46.0,3.0,2019,1951,67,True,"['01319', '10.249.0.89']","{'@type': 'Point', 'coordinates': [5.3813, 61.0272], 'nearest': False}",,SN52860,38.0,GULEN,4635,TAKLE,,Takle,['MET.NO'],1950-06-01T00:00:00.000Z,0-20000-0-01319,1319.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,4.0,2019,1967,45,True,['01057'],"{'@type': 'Point', 'coordinates': [24.4312, 69.3695], 'nearest': False}",,SN97350,286.0,KARASJOK,5437,CUOVDDATMOHKKI,,Čoavddatmohkki,['MET.NO'],1955-01-01T00:00:00.000Z,0-20000-0-01057,1057.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,,2012,2012,1,True,['1513'],"{'@type': 'Point', 'coordinates': [18.982, 69.6942], 'nearest': False}",,SN90495,80.0,TROMSØ,5401,STAKKEVOLLAN,,Stakkevollan ,['TROMSØ KOMMUNE'],2011-10-20T00:00:00.000Z,0-578-0-90495,
SensorSystem,Norge,NO,OSLO,3.0,1.0,2019,1938,82,True,"['01492', '10.249.0.189', '157.249.0.180:6785']","{'@type': 'Point', 'coordinates': [10.72, 59.9423], 'nearest': False}",,SN18700,94.0,OSLO,301,OSLO - BLINDERN,,Oslo (Blindern),['MET.NO'],1931-01-01T00:00:00.000Z,0-20000-0-01492,1492.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2010,10,True,"['01272', '1272', '4']","{'@type': 'Point', 'coordinates': [10.6932, 63.5652], 'nearest': False}",,SN69655,32.0,FROSTA,5036,FROSTA,,Frosta,['NIBIO'],1989-12-01T00:00:00.000Z,0-20000-0-01272,1272.0
SensorSystem,Norge,NO,NORDLAND,18.0,24.0,2019,1958,38,True,['31'],"{'@type': 'Point', 'coordinates': [15.2832, 68.648], 'nearest': False}",,SN86520,14.0,SORTLAND,1870,SORTLAND - KLEIVA,,Sortland (Biof.),['NIBIO'],1956-01-01T00:00:00.000Z,0-578-0-86520,
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2008,12,True,['01273'],"{'@type': 'Point', 'coordinates': [11.0075, 63.2248], 'nearest': False}",,SN68290,160.0,SELBU,5032,SELBU II,,Selbu,['MET.NO'],2007-09-26T00:00:00.000Z,0-20000-0-01273,1273.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,22.0,2019,1935,46,True,"['01005', '01013', '10.249.0.5', 'LML']","{'@type': 'Point', 'coordinates': [13.6192, 78.0625], 'nearest': False}",,SN99790,7.0,SVALBARD,2100,ISFJORD RADIO,['LML'],Isfjord radio,['MET.NO'],1934-09-03T00:00:00.000Z,0-744-0-99790,1013.0
